drug,miRNA,disease
DB00853,let-7i,D006976
DB00853,let-7i,D006561
DB00853,let-7i,D016543
DB00853,let-7i,D015470
DB00853,let-7i,D008527
DB00853,let-7i,D002294
DB00853,let-7i,D052016
DB00853,let-7i,D065626
DB00853,let-7i,D009447
DB00853,let-7i,C535531
DB00853,let-7i,D063647
DB00853,let-7i,D002446
DB00853,let-7i,D014277
DB00853,let-7i,D017545
DB00853,let-7i,D010534
DB00853,let-7i,D015427
DB00853,let-7i,D014605
DB00853,let-7i,D003072
DB00853,let-7i,D018269
DB00853,let-7i,D005706
DB00853,let-7i,D013272
DB00853,let-7i,D014890
DB00853,let-7i,D057765
DB00853,let-7i,D004719
DB00853,let-7i,D011014
DB00853,let-7i,D050171
DB00853,let-7i,C536629
DB00853,let-7i,D000690
DB00853,let-7i,D011470
DB00853,let-7i,D009202
DB00853,let-7i,D014947
DB00853,let-7i,D014652
DB00853,let-7i,D056735
DB00853,let-7i,D010518
DB00853,let-7i,D008180
DB00853,let-7f,D003920
DB00853,let-7f,D008175
DB00853,let-7f,D000544
DB00853,let-7f,D010003
DB00853,let-7f,D002357
DB00853,let-7f,D058186
DB00853,let-7f,D006566
DB00853,let-7f,D000072716
DB00853,let-7f,D056770
DB00853,let-7f,D006967
DB00853,let-7f,D003872
DB00853,let-7f,D000077273
DB00853,let-7f,D020964
DB00853,let-7f,D000077277
DB00853,let-7f,D011225
DB00853,let-7f,D012559
DB00853,let-7f,D002583
DB00853,let-7f,D000086382
DB00853,let-7f,D000072660
DB00853,let-7f,D012175
DB00853,let-7f,D008171
DB00853,let-7f,D000077195
DB00853,let-7f,D018239
DB00853,let-7f,D010300
DB00853,let-7f,D018805
DB00853,let-7f,D014657
DB00853,let-7f,D004769
DB00853,let-7f,D006949
DB00853,let-7f,D008228
DB00853,let-7f,D008113
DB00853,let-7f,D018281
DB00853,let-7f,D002296
DB00853,let-7f,D002658
DB00853,let-7f,D006333
DB00853,let-7f,D013274
DB00853,let-7f,D008268
DB00853,let-7f,D003930
DB00853,let-7f,D006689
DB00853,let-7f,D002386
DB00853,let-7f,D058922
DB00853,let-7f,D001172
DB00853,let-7f,D009190
DB00853,let-7f,D013119
DB00853,let-7f,D007674
DB00853,let-7f,D006526
DB00853,let-7f,D016640
DB00853,let-7f,D002318
DB00853,let-7f,D053713
DB00853,let-7f,D002779
DB00853,let-7f,D024821
DB00853,let-7f,D006323
DB00853,let-7f,D050500
DB00853,let-7f,D005910
DB00853,let-7f,D009133
DB00853,let-7f,D003865
DB00853,let-7f,D029424
DB00853,let-7f,D015433
DB00853,let-7f,D009767
DB00853,let-7f,D001281
DB00853,let-7f,D003928
DB00853,let-7f,D007249
DB00853,let-7f,D015451
DB00853,let-7f,D006457
DB00853,let-7f,D055959
DB00853,let-7f,D006332
DB00853,let-7f,D000075222
DB00853,let-7f,D013964
DB00853,let-7f,D000077274
DB00853,let-7f,D020371
DB00853,let-7f,D006402
DB00853,let-7f,D010911
DB00853,let-7f,D011085
DB00853,let-7f,D012509
DB00853,let-7f,D010182
DB00853,let-7f,D011230
DB00853,let-7f,D007333
DB00853,let-7f,D001008
DB00853,let-7f,D001523
DB00853,let-7f,D010922
DB00853,let-7f,D019970
DB00853,let-7f,D019636
DB00853,let-7f,D001289
DB00853,let-7f,D004314
DB00853,let-7f,D003922
DB00853,let-7f,D008107
DB00853,let-7f,D012173
DB00853,let-7f,D006509
DB00853,let-7f,D020345
DB00853,let-7f,D005922
DB00853,let-7f,D012128
DB00853,let-7f,D005355
DB00853,let-7f,D001327
DB00853,let-7f,D000437
DB00853,let-7f,D012595
DB00853,let-7f,D058065
DB00853,let-7f,D020961
DB00853,let-7f,D011832
DB00853,let-7f,D008269
DB00853,let-7f,D002545
DB00853,let-7f,D002972
DB00853,let-7f,D054990
DB00853,let-7f,D016889
DB00853,let-7f,D009157
DB00853,let-7f,D000026
DB00853,let-7f,D064129
DB00853,let-7f,D006973
DB00853,let-7f,D058226
DB00853,let-7f,D000077192
DB00853,let-7f,D015212
DB00853,let-7f,D020388
DB00853,let-7f,D015428
DB00853,let-7f,D017379
DB00853,let-7f,D010190
DB00853,let-7f,D009062
DB00853,let-7f,D014029
DB00853,let-7f,D002295
DB00853,let-7f,D000083242
DB00853,let-7f,D000236
DB00853,let-7f,C537017
DB00853,let-7f,D060825
DB00853,let-7f,C536494
DB00853,let-7f,D014397
DB00853,let-7f,D003424
DB00853,let-7f,D013921
DB00853,let-7f,D011655
DB00853,let-7f,D015535
DB00853,let-7f,D053201
DB00853,let-7f,D015464
DB00853,let-7f,D012859
DB00853,let-7f,D004715
DB00853,let-7f,D054198
DB00853,let-7f,D003327
DB00853,let-7f,D004833
DB00853,let-7f,D004827
DB00853,let-7f,D005317
DB00853,let-7f,D006976
DB00853,let-7f,D006561
DB00853,let-7f,D016543
DB00853,let-7f,D015470
DB00853,let-7f,D008527
DB00853,let-7f,D002294
DB00853,let-7f,D052016
DB00853,let-7f,D065626
DB00853,let-7f,D009447
DB00853,let-7f,D016393
DB00853,let-7f,C535531
DB00853,let-7f,D063647
DB00853,let-7f,D002446
DB00853,let-7f,D014277
DB00853,let-7f,D017545
DB00853,let-7f,D010534
DB00853,let-7f,D015427
DB00853,let-7f,D014605
DB00853,let-7f,D003072
DB00853,let-7f,D018269
DB00853,let-7f,D005706
DB00853,let-7f,D000860
DB00853,let-7f,D002278
DB00853,let-7f,D007511
DB00853,let-7f,D008288
DB00853,let-7f,D003876
DB00853,let-7f,D065627
DB00853,let-7f,D010001
DB00853,let-7f,D007248
DB00853,let-7f,D003323
DB00853,let-7f,D009080
DB00853,let-7f,D000755
DB00853,let-7f,D054058
DB00853,let-7f,D004938
DB00853,let-7f,D018979
DB00853,let-7f,D055113
DB01262,let-7a,D034701
DB01262,let-7a,D000072716
DB01262,let-7a,D056770
DB01262,let-7a,D000795
DB01262,let-7a,D007822
DB01262,let-7a,D013981
DB01262,let-7a,D009298
DB01262,let-7a,D010505
DB01262,let-7a,D014376
DB01262,let-7a,D011236
DB01262,let-7a,D010520
DB01262,let-7a,D050500
DB01262,let-7a,D007249
DB01262,let-7a,D001022
DB01262,let-7a,D020370
DB01262,let-7a,D015451
DB01262,let-7a,D055959
DB01262,let-7a,D012164
DB01262,let-7a,D006332
DB01262,let-7a,D000075222
DB01262,let-7a,D013964
DB01262,let-7a,D000077274
DB01262,let-7a,D007938
DB01262,let-7a,D020371
DB01262,let-7a,D006402
DB01262,let-7a,D010911
DB01262,let-7a,D011085
DB01262,let-7a,D012509
DB01262,let-7a,D010182
DB01262,let-7a,D011230
DB01262,let-7a,D007333
DB01262,let-7a,D001008
DB01262,let-7a,D001523
DB01262,let-7a,D010922
DB01262,let-7a,D019970
DB01262,let-7a,D011658
DB01262,let-7a,D019636
DB01262,let-7a,D001289
DB01262,let-7a,D004314
DB01262,let-7a,D003922
DB01262,let-7a,D008107
DB01262,let-7a,D000163
DB01262,let-7a,D006509
DB01262,let-7a,D020345
DB01262,let-7a,D005922
DB01262,let-7a,D012128
DB01262,let-7a,D005355
DB01262,let-7a,D001327
DB01262,let-7a,D055370
DB01262,let-7a,D000437
DB01262,let-7a,D005909
DB01262,let-7a,D012595
DB01262,let-7a,D058065
DB01262,let-7a,D020961
DB01262,let-7a,D011832
DB01262,let-7a,D050197
DB01262,let-7a,D008269
DB01262,let-7a,D016403
DB01262,let-7a,D002545
DB01262,let-7a,D002972
DB01262,let-7a,D054990
DB01262,let-7a,D016889
DB01262,let-7a,D009157
DB01262,let-7a,D000026
DB01262,let-7a,D064129
DB01262,let-7a,D006973
DB01262,let-7a,D058226
DB01262,let-7a,D000077192
DB01262,let-7a,D015212
DB01262,let-7a,D020388
DB01262,let-7a,D015428
DB01262,let-7a,D008659
DB01262,let-7a,D017379
DB01262,let-7a,D010190
DB01262,let-7a,D009062
DB01262,let-7a,D014029
DB01262,let-7a,D002292
DB01262,let-7a,D002295
DB01262,let-7a,D000083242
DB01262,let-7a,D000236
DB01262,let-7a,C537017
DB01262,let-7a,D060825
DB01262,let-7a,D014397
DB01262,let-7a,D009103
DB01262,let-7a,D003424
DB01262,let-7a,D013921
DB01262,let-7a,D011655
DB01262,let-7a,D009442
DB01262,let-7a,D015535
DB01262,let-7a,D053201
DB01262,let-7a,D015464
DB01262,let-7a,D012859
DB01262,let-7a,D003324
DB01262,let-7a,D004715
DB01262,let-7a,D054198
DB01262,let-7a,D003327
DB01262,let-7a,D004833
DB01262,let-7a,D004827
DB01262,let-7a,D005317
DB01262,let-7a,D006976
DB01262,let-7a,D006561
DB01262,let-7a,D016543
DB01262,let-7a,D015470
DB01262,let-7a,D008527
DB01262,let-7a,D002294
DB01262,let-7a,D052016
DB01262,let-7a,D065626
DB01262,let-7a,D009447
DB01262,let-7a,D006223
DB01262,let-7a,D016393
DB01262,let-7a,C535531
DB01262,let-7a,D002446
DB01262,let-7a,D014277
DB01262,let-7a,D002280
DB01262,let-7a,D017545
DB01262,let-7a,D010534
DB01262,let-7a,D015427
DB01262,let-7a,D014605
DB01262,let-7a,D017086
DB01262,let-7a,D003072
DB01262,let-7a,D005706
DB01262,let-7a,D000860
DB01262,let-7a,D002278
DB01262,let-7a,D007511
DB01262,let-7a,D013272
DB01262,let-7a,D008288
DB01262,let-7a,D003876
DB01262,let-7a,D065627
DB01262,let-7a,D010001
DB01262,let-7a,D007248
DB01262,let-7a,D003323
DB01262,let-7a,D009080
DB01262,let-7a,D000755
DB01262,let-7a,D054058
DB01262,let-7a,D004938
DB01262,let-7a,D004719
DB01262,let-7a,D011014
DB01262,let-7a,D050171
DB01262,let-7a,C536629
DB01262,let-7a,D000690
DB01262,let-7a,D055113
DB01262,let-7a,D011470
DB01262,let-7a,D009202
DB01262,let-7a,D014947
DB01262,let-7a,D014652
DB01262,let-7a,D056735
DB01262,let-7a,D010518
DB01262,let-7a,D008180
DB01262,let-7e,D008175
DB01262,let-7e,D002357
DB01262,let-7e,D058186
DB01262,let-7e,D005757
DB01262,let-7e,D006566
DB01262,let-7e,D006967
DB01262,let-7e,D003872
DB01262,let-7e,D020964
DB01262,let-7e,D000077277
DB01262,let-7e,D011225
DB01262,let-7e,D012559
DB01262,let-7e,D010024
DB01262,let-7e,D002583
DB01262,let-7e,D000072660
DB01262,let-7e,D012175
DB01262,let-7e,D008171
DB01262,let-7e,D018239
DB01262,let-7e,D010300
DB01262,let-7e,D008545
DB01262,let-7e,D003110
DB01262,let-7e,D018805
DB01262,let-7e,D012516
DB01262,let-7e,D017544
DB01262,let-7e,D014657
DB01262,let-7e,D001249
DB01262,let-7e,D004769
DB01262,let-7e,D013981
DB01262,let-7e,D006949
DB01262,let-7e,D008228
DB01262,let-7e,D008103
DB01262,let-7e,D018281
DB01262,let-7e,D002296
DB01262,let-7e,D002658
DB01262,let-7e,D006333
DB01262,let-7e,D008268
DB01262,let-7e,D003930
DB01262,let-7e,D006689
DB01262,let-7e,D002386
DB01262,let-7e,D000077216
DB01262,let-7e,D058922
DB01262,let-7e,D001172
DB01262,let-7e,D002561
DB01262,let-7e,D009190
DB01262,let-7e,D014376
DB01262,let-7e,D066126
DB01262,let-7e,D013119
DB01262,let-7e,D009101
DB01262,let-7e,D007674
DB01262,let-7e,D011236
DB01262,let-7e,D006526
DB01262,let-7e,D016640
DB01262,let-7e,D001661
DB01262,let-7e,D011471
DB01262,let-7e,D002318
DB01262,let-7e,D007246
DB01262,let-7e,D053713
DB01262,let-7e,D002779
DB01262,let-7e,D024821
DB01262,let-7e,D006323
DB01262,let-7e,D008223
DB01262,let-7e,D015459
DB01262,let-7e,D001749
DB01262,let-7e,D029424
DB01262,let-7e,D064726
DB01262,let-7e,D015433
DB01262,let-7e,D009767
DB01262,let-7e,D001281
DB01262,let-7e,D003928
DB01262,let-7e,D001228
DB01262,let-7e,D006457
DB01262,let-7e,D000751
DB01262,let-7e,D010182
DB01262,let-7e,D011230
DB01262,let-7e,D007333
DB01262,let-7e,D001008
DB01262,let-7e,D001523
DB01262,let-7e,D010922
DB01262,let-7e,D019970
DB01262,let-7e,D011658
DB01262,let-7e,D019636
DB01262,let-7e,D001289
DB01262,let-7e,D004314
DB01262,let-7e,D003922
DB01262,let-7e,D008107
DB01262,let-7e,D000163
DB01262,let-7e,D006509
DB01262,let-7e,D020345
DB01262,let-7e,D005922
DB01262,let-7e,D012128
DB01262,let-7e,D005355
DB01262,let-7e,D001327
DB01262,let-7e,D055370
DB01262,let-7e,D000437
DB01262,let-7e,D005909
DB01262,let-7e,D012595
DB01262,let-7e,D058065
DB01262,let-7e,D020961
DB01262,let-7e,D011832
DB01262,let-7e,D050197
DB01262,let-7e,D008269
DB01262,let-7e,D016403
DB01262,let-7e,D002545
DB01262,let-7e,D002972
DB01262,let-7e,D054990
DB01262,let-7e,D016889
DB01262,let-7e,D009157
DB01262,let-7e,D000026
DB01262,let-7e,D064129
DB01262,let-7e,D006973
DB01262,let-7e,D058226
DB01262,let-7e,D000077192
DB01262,let-7e,D015212
DB01262,let-7e,D020388
DB01262,let-7e,D015428
DB01262,let-7e,D008659
DB01262,let-7e,D017379
DB01262,let-7e,D010190
DB01262,let-7e,D009062
DB01262,let-7e,D014029
DB01262,let-7e,D002292
DB01262,let-7e,D002295
DB01262,let-7e,D000083242
DB01262,let-7e,D000236
DB01262,let-7e,C537017
DB01262,let-7e,D060825
DB01262,let-7e,D014397
DB01262,let-7e,D009103
DB01262,let-7e,D003424
DB01262,let-7e,D013921
DB01262,let-7e,D011655
DB01262,let-7e,D009442
DB01262,let-7e,D015535
DB01262,let-7e,D053201
DB01262,let-7e,D015464
DB01262,let-7e,D012859
DB01262,let-7e,D003324
DB01262,let-7e,D004715
DB01262,let-7e,D054198
DB01262,let-7e,D003327
DB01262,let-7e,D004833
DB01262,let-7e,D004827
DB01262,let-7e,D005317
DB01262,let-7e,D006976
DB01262,let-7e,D006561
DB01262,let-7e,D016543
DB01262,let-7e,D015470
DB01262,let-7e,D008527
DB01262,let-7e,D002294
DB01262,let-7e,D052016
DB01262,let-7e,D065626
DB01262,let-7e,D009447
DB01262,let-7e,D006223
DB01262,let-7e,D016393
DB01262,let-7e,C535531
DB01262,let-7e,D002446
DB01262,let-7e,D014277
DB01262,let-7e,D002280
DB01262,let-7e,D017545
DB01262,let-7e,D010534
DB01262,let-7e,D015427
DB01262,let-7e,D014605
DB01262,let-7e,D017086
DB01262,let-7e,D003072
DB01262,let-7e,D005706
DB01262,let-7e,D000860
DB01262,let-7e,D002278
DB01262,let-7e,D007511
DB01262,let-7e,D013272
DB01262,let-7e,D008288
DB01262,let-7e,D003876
DB01262,let-7e,D065627
DB01262,let-7e,D010001
DB01262,let-7e,D007248
DB01262,let-7e,D003323
DB01262,let-7e,D009080
DB01262,let-7e,D000755
DB01262,let-7e,D054058
DB01262,let-7e,D004938
DB01262,let-7e,D004719
DB01262,let-7e,D011014
DB01262,let-7e,D050171
DB01262,let-7e,C536629
DB01262,let-7e,D000690
DB01262,let-7e,D055113
DB01262,let-7e,D011470
DB01262,let-7e,D009202
DB01262,let-7e,D014947
DB01262,let-7e,D014652
DB01262,let-7e,D056735
DB01262,let-7e,D010518
DB01262,let-7e,D008180
DB01262,let-7d,D003920
DB01262,let-7d,D010003
DB01262,let-7d,D002357
DB01262,let-7d,D058186
DB01262,let-7d,D005757
DB01262,let-7d,D006566
DB01262,let-7d,D006967
DB01262,let-7d,D003872
DB01262,let-7d,D020964
DB01262,let-7d,D000795
DB01262,let-7d,D010024
DB01262,let-7d,D000086382
DB01262,let-7d,D000072660
DB01262,let-7d,D012175
DB01262,let-7d,D008171
DB01262,let-7d,D018239
DB01262,let-7d,D010300
DB01262,let-7d,D008545
DB01262,let-7d,D003110
DB01262,let-7d,D012516
DB01262,let-7d,D017544
DB01262,let-7d,D014657
DB01262,let-7d,D004769
DB01262,let-7d,D006949
DB01262,let-7d,D008228
DB01262,let-7d,D008113
DB01262,let-7d,D008103
DB01262,let-7d,D018281
DB01262,let-7d,D002658
DB01262,let-7d,D006333
DB01262,let-7d,D003930
DB01262,let-7d,D006689
DB01262,let-7d,D058922
DB01262,let-7d,D002561
DB01262,let-7d,D014376
DB01262,let-7d,D066126
DB01262,let-7d,D013119
DB01262,let-7d,D007674
DB01262,let-7d,D011236
DB01262,let-7d,D006526
DB01262,let-7d,D016640
DB01262,let-7d,D001661
DB01262,let-7d,D007246
DB01262,let-7d,D053713
DB01262,let-7d,D024821
DB01262,let-7d,D006323
DB01262,let-7d,D008223
DB01262,let-7d,D015459
DB01262,let-7d,D009133
DB01262,let-7d,D001749
DB01262,let-7d,D003865
DB01262,let-7d,D029424
DB01262,let-7d,D064726
DB01262,let-7d,D015433
DB01262,let-7d,D009767
DB01262,let-7d,D001281
DB01262,let-7d,D003928
DB01262,let-7d,D007249
DB01262,let-7d,D001022
DB01262,let-7d,D020370
DB01262,let-7d,D015451
DB01262,let-7d,D055959
DB01262,let-7d,D012164
DB01262,let-7d,D006332
DB01262,let-7d,D000075222
DB01262,let-7d,D013964
DB01262,let-7d,D000077274
DB01262,let-7d,D007938
DB01262,let-7d,D020371
DB01262,let-7d,D006402
DB01262,let-7d,D010911
DB01262,let-7d,D012509
DB01262,let-7d,D018218
DB01262,let-7d,D012173
DB01262,let-7d,D058249
DB01262,let-7d,D004806
DB01262,let-7d,D020961
DB01262,let-7d,D011832
DB01262,let-7d,D050197
DB01262,let-7d,D008269
DB01262,let-7d,D016403
DB01262,let-7d,D002545
DB01262,let-7d,D002972
DB01262,let-7d,D054990
DB01262,let-7d,D016889
DB01262,let-7d,D009157
DB01262,let-7d,D000026
DB01262,let-7d,D064129
DB01262,let-7d,D006973
DB01262,let-7d,D058226
DB01262,let-7d,D000077192
DB01262,let-7d,D015212
DB01262,let-7d,D020388
DB01262,let-7d,D015428
DB01262,let-7d,D008659
DB01262,let-7d,D017379
DB01262,let-7d,D010190
DB01262,let-7d,D009062
DB01262,let-7d,D014029
DB01262,let-7d,D002292
DB01262,let-7d,D002295
DB01262,let-7d,D000083242
DB01262,let-7d,D000236
DB01262,let-7d,C537017
DB01262,let-7d,D060825
DB01262,let-7d,D014397
DB01262,let-7d,D009103
DB01262,let-7d,D003424
DB01262,let-7d,D013921
DB01262,let-7d,D011655
DB01262,let-7d,D009442
DB01262,let-7d,D015535
DB01262,let-7d,D053201
DB01262,let-7d,D015464
DB01262,let-7d,D012859
DB01262,let-7d,D003324
DB01262,let-7d,D004715
DB01262,let-7d,D054198
DB01262,let-7d,D003327
DB01262,let-7d,D004833
DB01262,let-7d,D004827
DB01262,let-7d,D005317
DB01262,let-7d,D006976
DB01262,let-7d,D006561
DB01262,let-7d,D016543
DB01262,let-7d,D015470
DB01262,let-7d,D008527
DB01262,let-7d,D002294
DB01262,let-7d,D052016
DB01262,let-7d,D065626
DB01262,let-7d,D009447
DB01262,let-7d,D006223
DB01262,let-7d,D016393
DB01262,let-7d,C535531
DB01262,let-7d,D002446
DB01262,let-7d,D014277
DB01262,let-7d,D002280
DB01262,let-7d,D017545
DB01262,let-7d,D010534
DB01262,let-7d,D015427
DB01262,let-7d,D014605
DB01262,let-7d,D017086
DB01262,let-7d,D003072
DB01262,let-7d,D005706
DB01262,let-7d,D000860
DB01262,let-7d,D002278
DB01262,let-7d,D007511
DB01262,let-7d,D013272
DB01262,let-7d,D008288
DB01262,let-7d,D003876
DB01262,let-7d,D065627
DB01262,let-7d,D010001
DB01262,let-7d,D007248
DB01262,let-7d,D003323
DB01262,let-7d,D009080
DB01262,let-7d,D000755
DB01262,let-7d,D054058
DB01262,let-7d,D004938
DB01262,let-7d,D004719
DB01262,let-7d,D011014
DB01262,let-7d,D050171
DB01262,let-7d,C536629
DB01262,let-7d,D000690
DB01262,let-7d,D055113
DB01262,let-7d,D011470
DB01262,let-7d,D009202
DB01262,let-7d,D014947
DB01262,let-7d,D014652
DB01262,let-7d,D056735
DB01262,let-7d,D010518
DB01262,let-7d,D008180
DB01262,let-7c,D003920
DB01262,let-7c,D000544
DB01262,let-7c,D002357
DB01262,let-7c,D009203
DB01262,let-7c,D058186
DB01262,let-7c,D009765
DB01262,let-7c,D005757
DB01262,let-7c,D006566
DB01262,let-7c,D006967
DB01262,let-7c,D003872
DB01262,let-7c,D000077273
DB01262,let-7c,D020964
DB01262,let-7c,D000077277
DB01262,let-7c,D012559
DB01262,let-7c,D010051
DB01262,let-7c,D010024
DB01262,let-7c,D000086382
DB01262,let-7c,D003924
DB01262,let-7c,D000072660
DB01262,let-7c,D012175
DB01262,let-7c,D018239
DB01262,let-7c,D010300
DB01262,let-7c,D003110
DB01262,let-7c,D018805
DB01262,let-7c,D012516
DB01262,let-7c,D017544
DB01262,let-7c,D014657
DB01262,let-7c,D004769
DB01262,let-7c,D013981
DB01262,let-7c,D006949
DB01262,let-7c,D008228
DB01262,let-7c,D008113
DB01262,let-7c,D008103
DB01262,let-7c,D018281
DB01262,let-7c,D002296
DB01262,let-7c,D002658
DB01262,let-7c,D006333
DB01262,let-7c,D008268
DB01262,let-7c,D003930
DB01262,let-7c,D006689
DB01262,let-7c,D058922
DB01262,let-7c,D002561
DB01262,let-7c,D009190
DB01262,let-7c,D010505
DB01262,let-7c,D066126
DB01262,let-7c,D013119
DB01262,let-7c,D007674
DB01262,let-7c,D006526
DB01262,let-7c,D016640
DB01262,let-7c,D002318
DB01262,let-7c,D053713
DB01262,let-7c,D002779
DB01262,let-7c,D024821
DB01262,let-7c,D006323
DB01262,let-7c,D000081029
DB01262,let-7c,D008223
DB01262,let-7c,D015459
DB01262,let-7c,D009133
DB01262,let-7c,D003865
DB01262,let-7c,D064726
DB01262,let-7c,D009767
DB01262,let-7c,D001281
DB01262,let-7c,D007249
DB01262,let-7c,D001022
DB01262,let-7c,D020370
DB01262,let-7c,D015451
DB01262,let-7c,D055959
DB01262,let-7c,D012164
DB01262,let-7c,D006332
DB01262,let-7c,D000075222
DB01262,let-7c,D013964
DB01262,let-7c,D000077274
DB01262,let-7c,D020371
DB01262,let-7c,D006402
DB01262,let-7c,D010911
DB01262,let-7c,D011085
DB01262,let-7c,D012509
DB01262,let-7c,D010182
DB01262,let-7c,D011230
DB01262,let-7c,D007333
DB01262,let-7c,D001008
DB01262,let-7c,D001523
DB01262,let-7c,D010922
DB01262,let-7c,D019970
DB01262,let-7c,D011658
DB01262,let-7c,D019636
DB01262,let-7c,D001289
DB01262,let-7c,D003922
DB01262,let-7c,D008107
DB01262,let-7c,D000163
DB01262,let-7c,D006509
DB01262,let-7c,D020345
DB01262,let-7c,D005922
DB01262,let-7c,D012128
DB01262,let-7c,D005355
DB01262,let-7c,D001327
DB01262,let-7c,D055370
DB01262,let-7c,D000437
DB01262,let-7c,D005909
DB01262,let-7c,D012595
DB01262,let-7c,D058065
DB01262,let-7c,D011671
DB01262,let-7c,C535608
DB01262,let-7c,D000083242
DB01262,let-7c,D000236
DB01262,let-7c,C537017
DB01262,let-7c,D060825
DB01262,let-7c,D014397
DB01262,let-7c,D009103
DB01262,let-7c,D003424
DB01262,let-7c,D013921
DB01262,let-7c,D011655
DB01262,let-7c,D009442
DB01262,let-7c,D015535
DB01262,let-7c,D053201
DB01262,let-7c,D015464
DB01262,let-7c,D012859
DB01262,let-7c,D003324
DB01262,let-7c,D004715
DB01262,let-7c,D054198
DB01262,let-7c,D003327
DB01262,let-7c,D004833
DB01262,let-7c,D004827
DB01262,let-7c,D005317
DB01262,let-7c,D006976
DB01262,let-7c,D006561
DB01262,let-7c,D016543
DB01262,let-7c,D015470
DB01262,let-7c,D008527
DB01262,let-7c,D002294
DB01262,let-7c,D052016
DB01262,let-7c,D065626
DB01262,let-7c,D009447
DB01262,let-7c,D006223
DB01262,let-7c,D016393
DB01262,let-7c,C535531
DB01262,let-7c,D002446
DB01262,let-7c,D014277
DB01262,let-7c,D002280
DB01262,let-7c,D017545
DB01262,let-7c,D010534
DB01262,let-7c,D015427
DB01262,let-7c,D014605
DB01262,let-7c,D017086
DB01262,let-7c,D003072
DB01262,let-7c,D005706
DB01262,let-7c,D000860
DB01262,let-7c,D002278
DB01262,let-7c,D007511
DB01262,let-7c,D013272
DB01262,let-7c,D008288
DB01262,let-7c,D003876
DB01262,let-7c,D065627
DB01262,let-7c,D010001
DB01262,let-7c,D007248
DB01262,let-7c,D003323
DB01262,let-7c,D009080
DB01262,let-7c,D000755
DB01262,let-7c,D054058
DB01262,let-7c,D004938
DB01262,let-7c,D004719
DB01262,let-7c,D011014
DB01262,let-7c,D050171
DB01262,let-7c,C536629
DB01262,let-7c,D000690
DB01262,let-7c,D055113
DB01262,let-7c,D011470
DB01262,let-7c,D009202
DB01262,let-7c,D014947
DB01262,let-7c,D014652
DB01262,let-7c,D056735
DB01262,let-7c,D010518
DB01262,let-7c,D008180
DB01262,let-7b,D000544
DB01262,let-7b,D010003
DB01262,let-7b,D002357
DB01262,let-7b,D006566
DB01262,let-7b,D006967
DB01262,let-7b,D003872
DB01262,let-7b,D000077273
DB01262,let-7b,D020964
DB01262,let-7b,D000077277
DB01262,let-7b,D011225
DB01262,let-7b,D012559
DB01262,let-7b,D000072660
DB01262,let-7b,D012175
DB01262,let-7b,D000077195
DB01262,let-7b,D018239
DB01262,let-7b,D010300
DB01262,let-7b,D012516
DB01262,let-7b,D017544
DB01262,let-7b,D014657
DB01262,let-7b,D001249
DB01262,let-7b,D004769
DB01262,let-7b,D013981
DB01262,let-7b,D006949
DB01262,let-7b,D008113
DB01262,let-7b,D008103
DB01262,let-7b,D018281
DB01262,let-7b,D002296
DB01262,let-7b,D002658
DB01262,let-7b,D006333
DB01262,let-7b,D008268
DB01262,let-7b,D003930
DB01262,let-7b,D002386
DB01262,let-7b,D058922
DB01262,let-7b,D009190
DB01262,let-7b,D066126
DB01262,let-7b,D013119
DB01262,let-7b,D016640
DB01262,let-7b,D001661
DB01262,let-7b,D002318
DB01262,let-7b,D053713
DB01262,let-7b,D002779
DB01262,let-7b,D024821
DB01262,let-7b,D006323
DB01262,let-7b,D008223
DB01262,let-7b,D015459
DB01262,let-7b,D009133
DB01262,let-7b,D029424
DB01262,let-7b,D064726
DB01262,let-7b,D015433
DB01262,let-7b,D009767
DB01262,let-7b,D001022
DB01262,let-7b,D020370
DB01262,let-7b,D015451
DB01262,let-7b,D006332
DB01262,let-7b,D000075222
DB01262,let-7b,D013964
DB01262,let-7b,D020371
DB01262,let-7b,D006402
DB01262,let-7b,D010911
DB01262,let-7b,D011085
DB01262,let-7b,D012509
DB01262,let-7b,D010182
DB01262,let-7b,D011230
DB01262,let-7b,D007333
DB01262,let-7b,D001008
DB01262,let-7b,D001523
DB01262,let-7b,D010922
DB01262,let-7b,D019970
DB01262,let-7b,D011658
DB01262,let-7b,D019636
DB01262,let-7b,D004314
DB01262,let-7b,D003922
DB01262,let-7b,D008107
DB01262,let-7b,D012173
DB01262,let-7b,D000163
DB01262,let-7b,D006509
DB01262,let-7b,D020345
DB01262,let-7b,D012128
DB01262,let-7b,D055370
DB01262,let-7b,D000437
DB01262,let-7b,D005909
DB01262,let-7b,D012595
DB01262,let-7b,D058065
DB01262,let-7b,D020961
DB01262,let-7b,D008269
DB01262,let-7b,D016403
DB01262,let-7b,D002545
DB01262,let-7b,D002972
DB01262,let-7b,D054990
DB01262,let-7b,D016889
DB01262,let-7b,D009157
DB01262,let-7b,D000026
DB01262,let-7b,D064129
DB01262,let-7b,D006973
DB01262,let-7b,D058226
DB01262,let-7b,D015212
DB01262,let-7b,D020388
DB01262,let-7b,D015428
DB01262,let-7b,D008659
DB01262,let-7b,D017379
DB01262,let-7b,D010190
DB01262,let-7b,D009062
DB01262,let-7b,D014029
DB01262,let-7b,D002292
DB01262,let-7b,D002295
DB01262,let-7b,C536494
DB01262,let-7b,D009456
